age,gender,height_cm,weight_kg,activity_type,duration_minutes,intensity,calories_burned,avg_heart_rate,hours_sleep,stress_level,daily_steps,hydration_level,bmi,fitness_level
38,F,167.3,89.1,Tennis,96,High,24.2,147,9.2,6,9510,3.0,22.4,8.64
44,M,165.9,102.3,Basketball,112,Medium,30.5,140,8.2,8,7259,3.1,20.3,14.95
43,M,173.1,83.5,Walking,77,Medium,8.1,138,8.6,1,12771,2.9,25.2,2.3
45,F,166.4,57.6,Swimming,119,Low,13.3,113,5.9,6,8068,1.8,20.6,0.21
54,M,184.6,136.6,Tennis,27,Low,7.5,105,7.0,8,6206,1.9,23.8,17.98
61,F,155.4,124.8,Running,105,Low,35.6,101,8.0,6,7500,2.6,26.6,19.6
63,M,174.9,125.5,HIIT,88,Medium,44.1,111,7.1,10,7268,2.2,29.2,12.05
59,M,168.5,118.0,Walking,50,Low,6.2,94,6.9,7,7000,3.3,23.5,16.42
59,M,174.2,119.2,Tennis,111,Medium,32.1,122,7.0,7,8509,1.7,25.0,13.62
46,Other,174.8,94.8,Basketball,41,Medium,10.3,142,6.6,4,9404,3.3,23.4,7.49
34,F,165.3,53.5,Swimming,68,Medium,8.5,141,7.0,6,10507,2.6,18.7,0.63
37,F,156.9,101.8,HIIT,104,High,49.3,149,6.5,9,7539,2.6,18.3,17.73
21,M,177.5,114.8,Swimming,84,Medium,22.5,146,7.4,8,10033,2.8,25.1,10.93
61,F,159.4,92.2,Walking,68,Medium,7.9,115,7.3,6,5661,3.1,17.7,15.42
33,M,171.5,119.8,Cycling,119,Low,33.6,120,6.4,4,6129,2.7,23.5,16.99
50,F,165.4,84.2,Swimming,64,Low,10.4,98,6.5,9,7668,2.6,21.7,8.54
52,M,180.0,97.3,Cycling,108,Medium,29.7,109,6.3,8,7350,2.3,24.0,5.77
44,M,170.8,111.8,Weight Training,48,Low,8.9,117,6.3,1,8803,1.8,32.3,5.08
64,M,182.5,136.6,Dancing,59,Medium,14.8,117,7.7,4,7922,2.9,28.1,13.99
58,F,161.4,58.3,Yoga,101,Medium,5.9,121,7.4,10,10238,2.8,18.1,3.14
33,M,172.1,123.1,Tennis,59,Medium,17.6,149,6.7,6,4777,3.0,24.9,15.79
45,M,161.1,91.1,Walking,46,Medium,5.3,140,8.1,7,9906,2.8,21.2,11.45
50,F,168.7,107.0,Swimming,100,Medium,24.9,129,6.6,10,8726,3.0,15.8,19.94
64,M,166.5,117.7,Dancing,118,Medium,25.4,113,6.2,4,5479,2.4,24.2,16.13
40,F,162.7,92.3,Cycling,83,Low,18.0,119,5.9,6,8218,1.6,19.6,12.58
21,M,185.1,98.9,Dancing,55,Medium,10.0,147,6.3,8,7658,2.2,17.1,12.45
26,F,169.1,55.6,Yoga,47,High,3.0,164,5.9,5,10380,3.0,17.4,2.01
49,F,169.1,103.1,Basketball,71,High,22.7,137,7.5,8,8993,2.5,19.9,14.74
60,M,167.1,81.6,Yoga,62,Low,4.2,90,9.1,7,8751,1.9,19.8,8.56
23,M,170.1,74.3,Yoga,35,High,3.0,176,8.2,4,12506,2.4,22.7,2.77
56,M,170.1,83.4,Dancing,81,Medium,12.3,124,8.7,2,9784,2.0,28.5,0.25
64,M,172.7,123.8,Dancing,62,High,16.4,149,5.9,1,9409,2.5,24.4,16.75
29,M,168.2,83.3,Cycling,34,Medium,8.0,135,7.4,10,10062,2.6,26.8,2.48
36,F,168.4,90.3,Weight Training,41,High,8.6,140,7.6,1,5402,3.3,18.5,11.34
39,F,172.0,64.5,Swimming,23,Low,2.9,121,6.8,7,9187,1.6,18.7,3.12
43,F,150.9,86.3,Basketball,33,High,8.8,135,7.6,6,6544,2.6,19.8,12.91
30,F,158.8,103.1,Cycling,114,Medium,33.2,150,6.7,1,6869,3.0,22.3,15.14
46,F,164.3,74.9,Dancing,34,Medium,4.7,132,7.8,10,12654,1.7,18.6,7.86
41,M,177.1,74.2,Cycling,37,Low,6.5,115,6.2,6,7360,3.0,20.3,3.2
54,F,158.3,95.8,HIIT,40,High,17.8,132,7.9,2,7509,1.5,21.0,13.72
47,M,175.2,140.7,Weight Training,42,Medium,11.8,126,8.1,10,7457,3.5,31.6,13.53
52,F,168.2,71.5,Basketball,46,Medium,8.7,123,8.3,3,8620,2.2,22.4,2.58
62,F,155.1,55.1,Yoga,25,Low,1.1,98,7.1,4,7823,3.0,20.3,1.6
47,F,167.6,98.2,Yoga,80,Low,6.5,118,7.4,10,4681,2.9,16.0,16.68
45,M,169.2,67.0,Swimming,63,Low,8.2,110,7.2,4,10247,3.1,20.7,2.21
54,F,153.9,105.3,Running,58,Medium,19.9,114,7.3,4,6360,1.6,21.0,17.87
27,M,162.3,97.5,Swimming,24,Medium,5.4,134,6.0,9,8204,3.1,23.4,11.33
42,M,167.2,98.8,Basketball,82,Medium,21.5,114,7.2,1,8529,2.7,25.0,9.24
44,M,173.7,128.8,Yoga,51,Low,5.5,111,9.5,2,7199,1.5,29.4,13.09
60,F,173.1,105.4,Yoga,31,High,3.8,126,8.2,4,6796,1.8,17.2,16.94
47,F,160.3,121.8,Running,34,High,15.7,144,6.6,9,8581,2.7,24.6,19.47
41,F,168.4,113.8,Cycling,69,Medium,22.2,135,7.2,2,5621,2.9,22.8,15.02
39,F,167.1,123.6,Walking,120,Medium,18.8,125,8.3,5,7627,1.7,22.8,19.62
53,F,164.9,97.4,Yoga,67,High,7.6,143,7.2,2,7441,2.9,23.0,11.12
45,M,170.0,110.8,Yoga,91,High,11.7,144,8.2,4,8658,2.5,23.0,14.34
57,M,180.9,121.8,Running,27,Medium,10.7,135,7.7,7,10792,1.7,25.2,13.13
24,F,158.2,74.0,Cycling,47,High,11.5,163,7.1,8,12433,2.3,25.5,3.12
62,M,160.4,104.6,Weight Training,56,Medium,11.7,130,6.8,1,4791,3.3,19.6,16.86
64,F,176.5,132.9,Walking,96,High,18.8,129,6.9,10,11177,1.5,25.2,17.77
23,F,156.0,68.4,Yoga,60,High,4.8,164,6.3,2,7440,2.8,18.7,7.69
58,F,156.6,57.7,Weight Training,20,Low,1.9,105,7.9,1,8828,1.8,18.3,3.83
27,F,164.7,104.8,Tennis,55,Medium,14.0,138,6.5,1,10804,3.1,27.3,9.94
43,M,169.5,105.0,HIIT,78,High,38.1,156,7.4,8,8362,2.2,27.7,8.13
34,M,185.1,151.6,Swimming,99,Medium,35.0,139,7.2,9,6097,1.6,28.2,17.19
62,M,181.5,138.4,Tennis,117,High,45.9,140,7.6,10,6850,1.9,26.3,16.83
34,M,183.8,116.7,Weight Training,60,Medium,14.0,145,5.1,7,10040,2.1,27.6,7.74
37,M,175.6,107.1,Swimming,21,Medium,5.2,134,6.5,4,9372,3.3,25.3,9.42
58,F,152.1,98.9,Basketball,54,High,16.6,151,6.5,7,5572,2.2,20.8,16.29
24,M,179.6,110.2,Running,86,Medium,30.9,138,7.7,5,9806,3.4,27.8,6.26
58,M,189.4,74.8,Running,24,Low,4.9,102,6.4,6,6741,2.5,19.0,2.32
30,F,163.3,100.1,Dancing,20,Medium,3.7,142,7.2,4,8078,1.6,17.5,16.73
34,M,171.8,104.2,HIIT,56,Low,19.4,128,6.2,8,7813,2.1,22.6,11.48
18,F,158.6,97.6,Swimming,80,Medium,18.2,157,6.6,5,9381,3.4,17.9,17.44
43,M,169.5,88.2,Walking,119,Medium,13.3,118,7.2,4,10220,1.7,27.7,2.66
33,F,165.0,115.0,Basketball,34,High,12.1,185,7.8,3,7084,2.7,23.8,16.39
39,F,171.0,81.7,Walking,30,Low,2.6,128,6.6,10,7691,2.4,17.0,10.74
33,F,163.2,87.1,Cycling,98,Low,20.1,120,8.2,2,7894,2.7,16.9,13.25
48,F,156.2,73.1,Cycling,103,Medium,21.3,119,6.8,9,11229,1.7,20.4,7.19
29,M,194.5,125.2,Weight Training,106,Medium,26.5,160,7.6,1,9043,2.5,29.8,3.97
47,F,164.9,87.8,Running,23,Medium,6.6,127,9.3,8,8825,2.5,20.8,9.86
60,M,171.7,116.9,Basketball,83,Medium,25.8,135,8.0,4,7259,1.8,24.3,14.95
31,F,168.9,94.9,Basketball,59,High,17.4,166,7.2,7,7880,2.2,25.0,7.57
28,M,170.4,88.5,Cycling,61,Medium,15.3,143,5.2,4,8957,2.0,23.0,6.96
20,M,176.0,126.3,Basketball,100,Low,28.0,129,7.7,3,7509,1.9,22.7,18.23
40,M,175.5,142.2,Walking,63,High,13.2,139,6.4,9,6362,1.8,26.7,18.91
52,M,186.8,145.2,Tennis,63,Medium,22.2,114,7.5,3,8939,2.2,30.7,11.88
40,F,165.1,101.7,Tennis,102,High,29.4,172,5.9,2,7823,1.8,22.1,14.02
23,M,167.5,118.7,Yoga,29,Low,2.9,120,7.8,10,5720,2.1,23.8,16.54
57,M,160.8,105.9,Swimming,29,Low,6.0,111,7.3,1,10044,1.5,24.2,14.66
22,F,159.5,73.3,Dancing,106,Medium,14.2,138,8.0,6,11155,1.5,20.0,7.59
43,M,176.9,92.1,Dancing,40,High,7.9,130,7.3,5,10187,1.6,20.9,8.29
45,M,183.0,111.2,HIIT,52,Low,19.2,110,7.6,4,9434,2.8,25.3,8.16
49,F,169.3,85.4,HIIT,33,Low,9.4,106,6.4,6,4340,3.4,20.1,8.58
22,F,163.9,94.2,Yoga,81,Medium,7.6,158,7.0,7,6872,3.3,25.5,8.53
51,M,178.5,148.8,Cycling,20,Medium,8.4,125,4.8,8,7092,1.9,30.1,17.62
23,M,175.6,130.0,Dancing,97,Low,19.2,126,7.5,5,9869,2.4,24.5,16.66
30,M,194.1,117.4,Running,61,Low,19.5,124,6.3,2,11556,1.6,25.0,7.08
49,M,163.7,119.8,HIIT,43,High,24.0,153,8.2,5,6603,3.0,25.2,16.24
22,F,160.0,99.5,Basketball,74,High,22.8,163,7.1,5,7858,1.9,26.3,10.9
48,F,152.7,97.7,Yoga,72,Low,5.8,111,6.7,4,4364,3.4,19.3,16.55
39,F,157.5,86.5,Running,110,Medium,31.0,128,6.2,10,8374,3.2,22.6,9.83
23,F,169.4,85.5,Dancing,80,Medium,12.5,144,7.4,1,11484,1.6,23.1,5.9
60,M,187.5,72.8,Walking,99,Medium,9.1,118,8.7,10,5423,3.3,19.2,1.76
44,F,160.3,110.9,Weight Training,20,Medium,4.4,131,8.2,3,4381,1.8,23.8,14.81
18,M,191.7,123.2,Yoga,33,Low,3.4,139,6.9,3,7700,3.1,21.4,13.83
60,M,187.5,100.5,Walking,47,Medium,6.0,120,7.3,6,11620,1.6,19.2,10.49
37,M,182.5,131.5,Yoga,50,Medium,6.6,144,5.7,7,6006,3.3,24.4,16.02
60,F,161.9,82.3,HIIT,58,Low,15.9,106,7.9,2,7370,2.7,28.3,2.55
58,M,182.8,89.6,Weight Training,85,Low,12.7,106,9.5,3,7227,1.9,21.9,5.39
57,F,168.6,116.5,Dancing,31,Medium,6.6,114,5.5,5,5603,1.9,23.2,16.1
57,M,174.1,128.6,Swimming,35,Medium,10.5,126,6.4,4,5741,2.4,32.6,9.2
41,F,163.8,83.8,Tennis,68,Medium,13.8,124,6.7,6,5206,2.4,20.2,10.18
38,M,181.7,123.8,Tennis,46,Low,11.5,112,6.2,5,7444,3.4,24.2,13.98
32,M,170.2,71.4,Yoga,105,High,8.7,146,6.2,5,10974,3.0,22.8,1.7
35,F,161.5,86.0,Dancing,119,Low,15.6,125,6.1,8,8496,1.9,23.2,8.12
23,F,156.0,97.6,HIIT,59,Medium,23.0,140,6.7,1,4859,1.6,18.7,16.99
20,F,171.6,114.9,Yoga,81,Low,7.7,135,7.4,3,8706,2.4,25.6,12.26
23,F,159.5,57.6,Basketball,97,High,17.3,175,7.9,1,8440,2.5,18.1,3.73
56,F,158.1,101.1,Weight Training,65,High,15.3,149,7.1,9,7875,2.6,22.9,13.83
39,F,165.9,67.1,Basketball,107,Low,15.9,111,7.1,2,11623,2.6,18.4,5.03
38,F,161.3,54.3,Running,76,Medium,13.4,129,7.5,8,12788,3.1,17.9,2.71
57,F,163.9,74.7,Tennis,94,Medium,17.0,133,7.5,9,9033,2.8,18.2,8.2
38,F,163.9,99.7,Tennis,114,Low,23.0,112,7.0,10,10448,3.2,23.7,11.63
26,F,169.1,89.4,Tennis,106,Medium,23.0,155,7.6,6,8589,1.5,17.4,13.32
60,F,170.5,96.2,Cycling,55,Medium,14.9,117,4.4,5,10825,3.1,22.3,9.74
24,F,161.6,51.4,Swimming,32,Low,3.2,123,7.5,5,8676,3.0,19.4,0.23
39,Other,172.0,113.6,Yoga,54,Medium,6.1,126,7.6,8,7037,1.9,21.9,15.96
36,M,186.4,72.7,Dancing,102,Low,11.3,118,7.2,7,10699,2.9,17.1,4.41
22,F,153.4,60.9,Running,55,Low,9.1,126,7.0,5,10479,2.0,20.0,4.69
27,F,162.0,106.9,Cycling,76,Medium,23.0,128,7.3,2,6900,3.3,21.8,15.35
38,Other,172.2,112.1,Cycling,104,High,38.4,162,6.0,5,4900,1.8,24.0,13.4
51,F,174.5,122.6,Running,76,Low,25.3,107,5.8,5,10086,1.5,23.0,17.47
27,F,178.7,82.4,Tennis,88,Medium,17.6,149,7.7,4,9338,2.7,19.3,6.57
34,F,158.7,117.0,Cycling,33,Medium,10.9,127,6.8,6,7545,2.0,23.8,18.79
49,F,156.6,88.5,Cycling,50,Medium,12.5,118,6.1,8,8477,2.8,22.8,10.64
48,F,152.1,108.5,HIIT,112,Medium,48.5,148,6.2,4,4497,1.6,22.2,18.31
43,F,150.9,47.3,Walking,43,Low,2.1,117,5.0,3,7788,2.3,19.8,0.56
20,M,174.9,66.3,Dancing,71,Low,7.2,124,7.0,8,11447,2.0,21.1,0.6
60,F,163.2,52.7,Cycling,38,Medium,5.6,126,4.8,4,7146,3.1,18.5,0.89
32,F,165.9,65.2,Weight Training,103,Medium,13.4,151,6.7,10,11620,1.9,21.5,1.83
25,M,168.4,104.2,Walking,42,Medium,5.5,151,6.8,1,9571,1.8,20.6,14.71
55,M,174.4,130.5,Tennis,20,Low,5.3,105,6.6,8,6709,3.1,23.2,18.76
41,F,163.9,79.3,Basketball,30,Low,5.3,115,5.6,9,7655,3.2,21.5,7.24
54,M,176.0,93.2,Basketball,54,Medium,13.4,118,6.8,3,8927,2.0,24.8,5.38
49,F,166.2,66.1,Running,96,Low,17.2,116,6.9,10,7899,3.2,22.5,1.41
64,M,173.5,80.9,Walking,43,Medium,4.4,115,7.1,3,10785,2.3,23.7,3.1
35,F,152.9,104.7,Running,103,Medium,35.1,135,5.9,9,10213,2.8,21.7,16.8
36,M,167.7,106.3,Walking,58,Medium,7.8,141,7.0,1,8543,3.3,23.8,12.32
61,F,165.2,101.7,Tennis,34,Medium,8.4,112,8.3,5,10866,3.1,21.9,12.68
56,M,168.3,71.1,Basketball,61,High,13.4,142,6.4,2,6122,2.2,23.7,1.11
43,F,167.8,74.8,Tennis,36,High,7.6,127,6.7,10,12013,2.0,21.6,4.91
42,F,153.2,68.6,Basketball,79,High,16.8,162,5.2,2,14108,2.7,21.0,6.53
25,M,167.1,72.3,Swimming,57,Medium,9.6,152,7.6,10,11154,2.9,21.9,3.32
54,M,173.3,129.2,Tennis,40,Low,10.5,112,5.4,2,10701,3.4,27.1,15.17
45,M,166.4,87.3,Swimming,93,Low,15.7,118,6.4,1,12035,1.5,28.4,2.58
34,M,177.2,71.3,Dancing,120,High,18.2,149,9.1,3,11152,2.1,17.3,5.92
24,F,153.1,52.2,Walking,87,High,6.7,157,6.2,10,8807,2.8,19.2,2.54
54,F,156.3,75.2,Weight Training,118,Low,14.7,113,5.9,4,10726,2.8,24.4,4.98
56,M,174.9,131.3,Weight Training,38,Medium,10.0,130,6.7,7,5030,2.1,28.9,13.69
41,M,174.2,126.2,Running,83,High,39.8,141,6.7,2,6613,1.6,25.5,14.69
41,F,158.8,106.3,Weight Training,117,Medium,24.8,123,5.4,2,6129,2.6,21.3,16.47
23,M,181.7,91.2,Swimming,42,Medium,8.9,144,7.6,6,9585,2.3,21.6,6.58
24,M,164.8,88.3,Swimming,80,Low,13.7,125,6.7,6,8411,2.6,25.4,6.02
19,M,170.8,93.1,Cycling,52,Low,11.4,126,7.0,8,8824,2.8,28.1,3.92
40,M,171.8,85.1,Dancing,84,Low,10.9,118,7.8,9,9087,1.7,28.3,0.6
53,F,155.2,75.9,Basketball,36,Medium,7.3,133,8.6,7,10968,2.1,24.1,5.71
23,F,164.7,102.7,Swimming,117,Medium,28.0,154,8.7,1,7432,1.8,24.2,12.0
27,F,164.4,107.0,Running,61,Low,17.7,126,6.0,5,6021,2.6,20.6,16.77
55,M,170.4,89.6,Running,28,Medium,8.2,111,6.5,4,9792,3.2,25.8,4.67
52,M,172.0,93.8,Running,54,Medium,16.5,118,7.6,10,5709,3.2,19.9,11.44
30,M,180.8,106.4,Tennis,44,Medium,11.4,144,6.7,4,6890,2.1,24.5,8.51
31,F,159.3,78.8,Tennis,37,Low,5.9,108,7.7,5,7594,3.2,23.1,6.62
45,M,170.0,78.6,HIIT,74,Medium,23.2,132,4.7,3,9519,1.8,23.0,4.35
28,M,167.9,91.8,Dancing,59,High,11.6,152,7.1,1,9385,1.7,26.1,6.02
37,F,171.8,73.1,Weight Training,22,High,3.7,146,8.0,8,8517,2.8,15.9,8.13
27,F,164.4,80.9,Tennis,86,Low,14.1,127,8.1,6,8290,1.6,20.6,8.32
55,F,171.2,114.4,Yoga,107,Medium,12.2,111,8.5,9,11953,3.4,28.6,10.09
34,M,170.0,127.6,Yoga,90,Low,9.6,122,7.6,1,4255,2.7,25.8,17.34
21,F,157.1,102.0,HIIT,101,Medium,41.1,148,7.1,9,10316,1.7,18.2,18.24
53,M,166.5,62.2,Yoga,92,Medium,5.7,134,6.9,8,7743,3.4,18.0,3.62
53,M,180.9,113.2,Dancing,60,Medium,12.4,125,5.7,8,7290,1.6,23.4,11.07
45,F,166.9,105.0,Swimming,93,Medium,22.7,142,7.6,10,8517,3.5,24.7,11.8
56,M,173.4,86.9,Yoga,38,Low,2.7,101,7.4,5,9015,3.4,20.1,8.72
57,F,174.3,68.8,Dancing,20,Medium,2.5,118,8.2,4,10276,3.3,19.7,2.84
29,M,181.0,123.9,Weight Training,55,Medium,13.6,144,6.1,8,6730,2.9,23.1,14.66
25,F,160.7,96.9,Running,49,Medium,15.5,146,6.4,10,6812,1.6,19.4,14.75
63,F,169.0,84.9,Swimming,71,Medium,14.0,120,8.0,4,10585,1.9,20.8,7.52
58,F,163.4,80.7,HIIT,72,Medium,23.2,131,5.2,5,8406,2.8,19.9,8.53
59,M,184.5,77.8,Walking,120,Medium,11.8,123,6.1,10,7110,1.9,15.6,7.56
34,M,183.8,108.7,Walking,92,High,14.7,157,8.6,9,10769,3.4,27.6,5.05
57,M,179.9,111.4,Swimming,114,Medium,29.6,107,7.7,4,7576,2.0,23.8,11.7
35,F,163.6,80.7,Dancing,85,Medium,12.5,134,8.6,4,11999,2.9,24.1,5.02
57,F,152.7,84.5,Dancing,85,Low,10.9,105,5.9,1,8570,1.5,19.3,13.46
44,F,154.7,94.3,Dancing,56,Low,8.0,118,7.2,5,4846,1.8,18.8,16.64
34,M,179.9,91.2,Dancing,115,Medium,19.2,119,7.5,10,12200,2.1,23.1,5.71
31,M,174.8,128.1,Tennis,85,Low,22.0,125,5.7,10,5672,1.7,26.2,14.54
40,F,160.9,114.2,HIIT,110,Medium,50.1,124,7.4,5,9768,2.4,24.8,15.66
41,M,174.2,80.0,Yoga,76,Low,5.1,117,7.8,2,7314,3.4,25.5,0.77
32,M,180.2,117.6,Tennis,97,Low,23.1,123,6.4,8,6148,1.6,23.3,13.61
63,M,176.2,107.0,Swimming,120,Medium,29.9,114,7.8,9,9002,2.8,26.2,8.54
41,F,163.3,66.7,Tennis,51,High,9.6,164,6.3,8,8908,2.4,20.4,3.85
31,F,163.7,112.1,Cycling,61,Medium,19.3,144,8.5,4,7726,1.8,23.1,16.25
27,F,158.4,59.3,Basketball,82,High,15.1,153,8.6,2,9773,3.3,18.6,4.16
45,M,168.0,80.7,HIIT,55,Medium,17.7,128,7.4,4,11787,3.0,19.3,8.59
21,F,171.2,54.1,Cycling,95,Medium,14.5,135,6.6,9,7686,3.0,18.3,0.24
46,M,170.6,71.5,Walking,86,Medium,7.8,120,7.1,4,4165,3.3,24.3,0.26
21,M,187.9,87.0,Tennis,83,Low,14.6,126,6.2,3,7018,3.0,14.2,11.11
33,F,150.8,66.8,Dancing,74,Medium,9.0,143,5.9,8,10150,2.2,21.2,5.78
54,F,168.7,79.3,Cycling,24,Medium,5.4,111,5.9,6,9672,3.4,23.6,3.55
24,M,182.7,110.2,HIIT,59,Low,21.6,131,8.0,3,9617,2.1,26.4,7.19
45,M,168.0,101.0,Running,55,High,21.1,139,7.2,5,6438,2.9,19.3,14.59
42,M,186.5,133.3,Dancing,31,Low,6.3,114,8.0,8,7800,3.1,22.6,17.4
38,F,158.9,70.5,Tennis,63,Medium,10.8,142,8.8,9,12357,2.3,21.2,5.31
52,M,174.5,105.3,Walking,57,Low,6.3,104,7.6,2,4282,2.5,19.9,14.05
35,M,178.4,104.6,Dancing,37,Medium,7.1,138,7.9,6,7484,2.3,25.6,8.21
41,M,183.1,146.4,HIIT,79,Medium,46.2,125,5.2,5,6434,2.3,26.7,18.45
48,F,152.6,97.6,Walking,107,Medium,13.2,129,8.8,8,7026,3.0,23.4,13.34
32,M,177.7,117.1,Cycling,66,High,25.5,165,6.4,5,6865,3.0,26.2,11.31
28,F,159.4,81.7,Basketball,96,Low,17.4,129,6.7,5,5950,2.5,17.7,11.13
30,M,180.8,102.8,Weight Training,50,High,12.0,166,7.6,6,7724,1.5,24.5,7.59
22,M,171.9,102.5,Running,75,Low,20.9,122,7.5,2,10976,2.0,30.0,4.52
62,F,168.3,98.3,HIIT,26,Medium,10.2,118,7.8,4,6894,3.5,19.4,14.22
54,M,168.5,72.4,Weight Training,81,Low,9.7,113,6.6,1,10721,2.0,25.3,0.2
41,F,172.0,55.3,Basketball,91,Medium,13.3,122,7.3,1,8571,3.4,18.5,0.19
54,M,178.8,84.3,Yoga,96,Medium,8.1,115,5.9,10,7755,2.8,23.0,3.68
24,F,163.8,76.3,Tennis,80,High,17.3,187,6.2,1,12778,2.4,23.9,4.04
61,F,157.1,88.2,Yoga,42,High,4.3,135,5.7,3,7830,2.4,21.5,11.42
31,M,169.5,90.8,Dancing,106,Medium,17.6,149,5.7,2,11538,3.5,24.8,6.48
31,M,175.2,99.2,Walking,79,Medium,9.9,130,7.6,5,8404,1.8,31.5,0.78
19,M,175.3,90.3,Swimming,62,Medium,13.0,164,5.5,7,7359,1.6,22.3,7.11
46,F,161.7,58.3,Running,45,Medium,8.5,124,7.6,6,7903,2.7,18.9,2.96
59,F,147.9,99.2,Swimming,65,Medium,15.0,107,6.8,7,5237,2.6,20.6,17.9
53,F,164.0,86.9,Yoga,51,Medium,4.4,122,6.5,7,10176,2.1,23.2,7.94
39,M,164.0,98.1,Running,115,Low,30.6,109,8.0,1,7628,1.6,20.2,13.59
61,Other,160.7,76.4,Dancing,76,Medium,10.6,117,7.3,10,10656,1.7,26.8,2.5
28,M,178.2,97.9,Running,42,Medium,13.4,152,7.1,10,4937,3.3,22.8,7.67
54,F,158.8,64.7,Basketball,57,High,11.4,136,8.0,1,10245,1.9,18.4,5.9
50,F,174.2,117.8,Running,34,High,15.2,153,6.1,6,7796,3.2,22.1,15.93
51,F,155.6,84.8,Walking,32,Medium,3.4,132,8.6,8,6869,1.8,18.6,12.77
25,F,158.4,69.8,HIIT,58,Low,13.4,122,7.3,3,6886,2.7,17.9,8.04
20,M,165.5,73.4,Weight Training,87,Medium,12.7,143,7.8,2,7926,2.0,24.2,2.4
39,F,163.6,75.8,Dancing,20,High,3.2,129,6.9,10,7250,1.7,20.5,7.2
46,F,157.3,51.5,Basketball,80,Medium,10.9,118,8.2,1,7007,3.4,18.2,1.79
50,M,185.8,96.0,Swimming,61,High,15.9,141,5.5,9,6936,3.2,27.6,0.21
24,F,161.6,66.1,Dancing,119,High,16.8,168,7.1,5,8406,2.9,18.6,5.75
33,F,162.6,84.3,Dancing,102,Low,13.1,123,5.1,2,7099,2.1,20.7,9.7
29,F,155.2,52.7,Yoga,104,High,6.4,183,7.6,1,12736,2.9,19.3,1.9
61,F,172.5,136.1,Cycling,28,Medium,10.8,119,5.3,3,10418,2.3,25.7,19.59
24,M,170.9,88.7,Cycling,102,Medium,25.6,147,7.8,3,7407,3.0,17.1,12.37
60,M,171.7,89.6,Weight Training,118,Medium,21.1,113,6.6,10,8256,1.5,24.3,6.41
63,F,165.1,92.8,Tennis,92,Low,17.3,98,6.5,5,9971,2.4,22.5,10.35
55,M,171.4,106.5,Yoga,51,Low,4.5,111,6.8,4,6826,3.3,17.0,17.73
22,M,169.0,113.5,Yoga,50,Low,4.7,124,7.2,10,5532,3.3,28.9,10.76
56,M,171.7,97.5,Dancing,86,Medium,15.3,119,6.8,6,10277,2.4,22.2,10.16
34,M,163.1,103.3,Walking,72,Medium,9.4,140,6.2,7,9077,1.5,22.1,14.98
61,M,189.6,124.0,Running,34,High,16.0,141,4.6,6,10813,3.4,26.1,8.8
38,F,159.0,90.3,Walking,21,Medium,2.4,133,8.0,5,5650,2.4,21.6,11.89
34,M,170.0,124.8,Dancing,81,High,21.6,155,8.1,1,7415,2.9,25.8,16.41
38,F,166.9,81.9,HIIT,71,Medium,23.2,136,7.0,8,9539,1.5,20.1,8.51
27,F,154.8,92.2,HIIT,48,High,20.6,159,6.2,1,5713,2.8,19.4,14.62
58,M,166.8,99.2,Swimming,96,Medium,22.2,132,5.6,10,7820,2.2,21.4,12.75
24,F,169.0,114.5,Yoga,114,Medium,13.0,136,7.2,8,6622,2.3,25.2,13.06
53,F,155.5,76.4,HIIT,89,Low,22.6,106,7.4,9,9505,3.3,22.4,7.43
29,Other,150.0,91.1,Tennis,52,Low,9.6,122,7.1,2,7555,3.2,22.2,12.41
39,F,158.2,85.8,HIIT,32,Low,9.1,117,7.4,4,7759,2.0,23.0,8.37
32,M,168.8,124.2,Yoga,37,Low,3.8,119,5.7,9,8833,1.6,29.6,12.87
33,M,191.9,87.5,Weight Training,58,Low,8.4,127,6.4,2,9541,2.4,20.3,4.28
37,M,158.7,116.6,HIIT,82,Low,31.8,109,8.3,5,7667,3.2,26.4,15.95
48,M,169.1,99.2,Running,96,Medium,31.0,127,7.2,9,7037,2.3,23.8,9.53
38,M,169.4,69.5,HIIT,26,Medium,7.2,137,5.8,1,9553,2.5,22.3,1.83
58,F,161.4,87.5,Weight Training,104,Medium,18.1,119,9.2,2,7943,3.1,18.1,12.68
40,F,161.1,63.5,Walking,40,Medium,3.2,127,6.1,6,8791,3.2,23.5,0.82
22,M,173.1,101.6,Tennis,23,High,6.6,158,6.5,7,10008,2.6,26.5,6.76
20,M,182.9,80.3,Walking,34,Medium,3.4,153,5.8,9,10696,2.5,22.0,2.26
18,M,169.5,67.1,Weight Training,109,High,17.0,167,5.3,3,10720,2.5,20.2,2.79
49,F,162.3,98.8,Swimming,104,Medium,23.9,123,7.4,1,9890,3.1,25.0,10.76
50,M,175.7,107.9,Basketball,119,High,39.8,142,6.3,4,11468,2.4,23.8,11.0
32,M,174.7,90.8,Basketball,100,Low,20.1,115,5.6,10,10042,1.7,22.1,7.75
47,F,162.2,107.8,Running,63,High,25.8,157,7.6,9,9209,3.4,22.6,15.2
38,F,159.0,103.4,HIIT,60,Medium,24.8,141,7.1,3,3587,2.6,21.6,16.16
36,M,185.0,94.2,Swimming,48,Medium,10.5,127,6.0,4,7638,1.9,18.4,9.2
60,F,163.1,96.0,Walking,23,Medium,2.8,132,6.7,5,12084,2.3,29.6,5.0
23,F,168.0,78.9,HIIT,69,Low,18.1,126,9.2,1,8282,3.2,27.2,0.4
